source,target,source_severity,target_severity,edge_severity_score,shared_cwes,shared_cwe_count
aiomysql,pymysql,high,critical,4,,0
aiomysql,sqlalchemy,high,critical,4,,0
anki,requests,high,medium,3,,0
anki,decorator,high,unknown,3,,0
anki,typing-extensions,high,unknown,3,,0
anki,orjson,high,high,3,,0
anki,markdown,high,unknown,3,,0
anki,protobuf,high,high,3,,0
anki,distro,high,unknown,3,,0
ansible,ansible-core,medium,high,3,,0
ansible-core,pyyaml,high,critical,4,,0
ansible-core,jinja2,high,medium,3,,0
ansible-core,resolvelib,high,unknown,3,,0
ansible-core,packaging,high,unknown,3,,0
ansible-core,cryptography,high,high,3,,0
apache-airflow,apache-airflow-providers-sendgrid,high,unknown,3,,0
apache-airflow,apache-airflow-providers-vertica,high,unknown,3,,0
apache-airflow,apache-airflow-providers-microsoft-psrp,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-kylin,high,unknown,3,,0
apache-airflow,apache-airflow-providers-google,high,critical,4,,0
apache-airflow,apache-airflow-providers-qdrant,high,unknown,3,,0
apache-airflow,apache-airflow-providers-samba,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-livy,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-beam,high,unknown,3,,0
apache-airflow,apache-airflow-providers-teradata,high,unknown,3,,0
apache-airflow,apache-airflow-providers-common-sql,high,high,3,,0
apache-airflow,apache-airflow-providers-common-compat,high,unknown,3,,0
apache-airflow,apache-airflow-providers-ssh,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apprise,high,unknown,3,,0
apache-airflow,apache-airflow-providers-celery,high,high,3,,0
apache-airflow,apache-airflow-providers-apache-cassandra,high,unknown,3,,0
apache-airflow,apache-airflow-providers-trino,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-drill,high,high,3,,0
apache-airflow,apache-airflow-providers-dbt-cloud,high,unknown,3,,0
apache-airflow,apache-airflow-providers-standard,high,unknown,3,,0
apache-airflow,apache-airflow-task-sdk,high,unknown,3,,0
apache-airflow,apache-airflow-providers-pagerduty,high,unknown,3,,0
apache-airflow,apache-airflow-providers-cncf-kubernetes,high,medium,3,,0
apache-airflow,apache-airflow-providers-postgres,high,unknown,3,,0
apache-airflow,apache-airflow-providers-odbc,high,high,3,,0
apache-airflow,apache-airflow-providers-atlassian-jira,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-iceberg,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-spark,high,high,3,,0
apache-airflow,apache-airflow-providers-elasticsearch,high,unknown,3,,0
apache-airflow,apache-airflow-providers-openfaas,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-druid,high,unknown,3,,0
apache-airflow,apache-airflow-providers-openai,high,unknown,3,,0
apache-airflow,apache-airflow-providers-salesforce,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-impala,high,unknown,3,,0
apache-airflow,apache-airflow-providers-grpc,high,unknown,3,,0
apache-airflow,apache-airflow-providers-common-messaging,high,unknown,3,,0
apache-airflow,apache-airflow-providers-presto,high,unknown,3,,0
apache-airflow,apache-airflow-providers-jenkins,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-pig,high,unknown,3,,0
apache-airflow,apache-airflow-providers-mongo,high,critical,4,,0
apache-airflow,apache-airflow-providers-fab,high,low,3,,0
apache-airflow,apache-airflow-providers-weaviate,high,unknown,3,,0
apache-airflow,apache-airflow-providers-alibaba,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-pinot,high,unknown,3,,0
apache-airflow,apache-airflow-providers-common-io,high,unknown,3,,0
apache-airflow,cloudpickle,high,unknown,3,,0
apache-airflow,apache-airflow-providers-sftp,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-tinkerpop,high,unknown,3,,0
apache-airflow,apache-airflow-providers-microsoft-winrm,high,unknown,3,,0
apache-airflow,apache-airflow-providers-arangodb,high,unknown,3,,0
apache-airflow,apache-airflow-providers-snowflake,high,critical,4,,0
apache-airflow,apache-airflow-providers-telegram,high,unknown,3,,0
apache-airflow,apache-airflow-providers-cloudant,high,unknown,3,,0
apache-airflow,apache-airflow-providers-yandex,high,unknown,3,,0
apache-airflow,apache-airflow-providers-mysql,high,medium,3,,0
apache-airflow,apache-airflow-providers-edge3,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-hdfs,high,high,3,,0
apache-airflow,apache-airflow-providers-tableau,high,unknown,3,,0
apache-airflow,apache-airflow-providers-pinecone,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-flink,high,unknown,3,,0
apache-airflow,apache-airflow-providers-http,high,unknown,3,,0
apache-airflow,apache-airflow-providers-singularity,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-hive,high,critical,4,,0
apache-airflow,apache-airflow-providers-asana,high,unknown,3,,0
apache-airflow,apache-airflow-providers-imap,high,moderate,3,,0
apache-airflow,apache-airflow-providers-opensearch,high,unknown,3,,0
apache-airflow,apache-airflow-providers-opsgenie,high,unknown,3,,0
apache-airflow,apache-airflow-providers-exasol,high,unknown,3,,0
apache-airflow,apache-airflow-providers-oracle,high,unknown,3,,0
apache-airflow,apache-airflow-providers-slack,high,unknown,3,,0
apache-airflow,atlasclient,high,unknown,3,,0
apache-airflow,apache-airflow-providers-dingding,high,unknown,3,,0
apache-airflow,apache-airflow-providers-cohere,high,unknown,3,,0
apache-airflow,authlib,high,high,3,,0
apache-airflow,apache-airflow-core,high,unknown,3,,0
apache-airflow,apache-airflow-providers-smtp,high,moderate,3,,0
apache-airflow,apache-airflow-providers-jdbc,high,high,3,,0
apache-airflow,apache-airflow-providers-ftp,high,low,3,,0
apache-airflow,apache-airflow-providers-github,high,unknown,3,,0
apache-airflow,apache-airflow-providers-hashicorp,high,unknown,3,,0
apache-airflow,apache-airflow-providers-papermill,high,unknown,3,,0
apache-airflow,apache-airflow-providers-microsoft-azure,high,unknown,3,,0
apache-airflow,apache-airflow-providers-docker,high,high,3,,0
apache-airflow,apache-airflow-providers-influxdb,high,unknown,3,,0
apache-airflow,apache-airflow-providers-datadog,high,unknown,3,,0
apache-airflow,apache-airflow-providers-airbyte,high,unknown,3,,0
apache-airflow,uv,high,medium,3,,0
apache-airflow,apache-airflow-providers-git,high,unknown,3,,0
apache-airflow,apache-airflow-providers-zendesk,high,unknown,3,,0
apache-airflow,apache-airflow-providers-segment,high,unknown,3,,0
apache-airflow,apache-airflow-providers-neo4j,high,unknown,3,,0
apache-airflow,apache-airflow-providers-ydb,high,unknown,3,,0
apache-airflow,apache-airflow-providers-openlineage,high,unknown,3,,0
apache-airflow,apache-airflow-providers-keycloak,high,unknown,3,,0
apache-airflow,apache-airflow-providers-apache-kafka,high,unknown,3,,0
apache-airflow,apache-airflow-providers-redis,high,unknown,3,,0
apache-airflow,apache-airflow-providers-microsoft-mssql,high,moderate,3,,0
apache-airflow,apache-airflow-providers-facebook,high,unknown,3,,0
apache-airflow,apache-airflow-providers-amazon,high,high,3,,0
apache-airflow,apache-airflow-providers-sqlite,high,unknown,3,,0
apache-airflow,amqp,high,unknown,3,,0
apache-airflow,apache-airflow-providers-databricks,high,unknown,3,,0
apache-airflow,apache-airflow-providers-discord,high,unknown,3,,0
apache-airflow,python-ldap,high,medium,3,,0
apache-airflow,apache-airflow-providers-pgvector,high,unknown,3,,0
apache-airflow-providers-cncf-kubernetes,asgiref,medium,unknown,2,,0
apache-airflow-providers-cncf-kubernetes,kubernetes,medium,unknown,2,,0
apache-airflow-providers-cncf-kubernetes,aiofiles,medium,unknown,2,,0
apache-airflow-providers-cncf-kubernetes,apache-airflow-providers-common-compat,medium,unknown,2,,0
apache-airflow-providers-cncf-kubernetes,cryptography,medium,high,3,,0
apache-airflow-providers-cncf-kubernetes,apache-airflow,medium,high,3,,0
apache-airflow-providers-cncf-kubernetes,kubernetes_asyncio,medium,unknown,2,,0
apache-airflow-providers-common-sql,apache-airflow-providers-openlineage,high,unknown,3,,0
apache-airflow-providers-common-sql,sqlparse,high,high,3,,0
apache-airflow-providers-common-sql,methodtools,high,unknown,3,,0
apache-airflow-providers-common-sql,more-itertools,high,unknown,3,,0
apache-airflow-providers-common-sql,apache-airflow,high,high,3,,0
apache-airflow-providers-common-sql,polars,high,unknown,3,,0
apache-airflow-providers-common-sql,pandas,high,low,3,,0
apache-airflow-providers-fab,connexion,low,unknown,1,,0
apache-airflow-providers-fab,flask,low,low,1,,0
apache-airflow-providers-fab,kerberos,low,critical,4,,0
apache-airflow-providers-fab,jmespath,low,unknown,1,,0
apache-airflow-providers-fab,flask-sqlalchemy,low,unknown,1,,0
apache-airflow-providers-fab,werkzeug,low,high,3,,0
apache-airflow-providers-fab,blinker,low,unknown,1,,0
apache-airflow-providers-fab,apache-airflow-providers-common-compat,low,unknown,1,,0
apache-airflow-providers-fab,flask-wtf,low,unknown,1,,0
apache-airflow-providers-fab,wtforms,low,unknown,1,,0
apache-airflow-providers-fab,flask-login,low,unknown,1,,0
apache-airflow-providers-fab,msgpack,low,unknown,1,,0
apache-airflow-providers-fab,sqlalchemy,low,critical,4,,0
apache-airflow-providers-fab,flask-appbuilder,low,critical,4,,0
apache-airflow-providers-fab,flask-session,low,unknown,1,,0
apache-airflow-providers-fab,apache-airflow,low,high,3,,0
apache-airflow-providers-fab,flask_limiter,low,unknown,1,,0
apache-airflow-providers-ftp,apache-airflow-providers-openlineage,low,unknown,1,,0
apache-airflow-providers-ftp,apache-airflow,low,high,3,,0
apache-airflow-providers-ftp,apache-airflow-providers-common-compat,low,unknown,1,,0
apache-airflow-providers-mongo,dnspython,critical,medium,4,,0
apache-airflow-providers-mongo,apache-airflow,critical,high,4,,0
apache-airflow-providers-mongo,pymongo,critical,medium,4,,0
apache-airflow-providers-mysql,apache-airflow-providers-openlineage,medium,unknown,2,,0
apache-airflow-providers-mysql,apache-airflow-providers-vertica,medium,unknown,2,,0
apache-airflow-providers-mysql,mysql-connector-python,medium,high,3,,0
apache-airflow-providers-mysql,apache-airflow-providers-common-sql,medium,high,3,,0
apache-airflow-providers-mysql,aiomysql,medium,high,3,,0
apache-airflow-providers-mysql,apache-airflow-providers-presto,medium,unknown,2,,0
apache-airflow-providers-mysql,mysqlclient,medium,unknown,2,,0
apache-airflow-providers-mysql,apache-airflow-providers-trino,medium,unknown,2,,0
apache-airflow-providers-mysql,apache-airflow,medium,high,3,,0
apache-airflow-providers-mysql,apache-airflow-providers-amazon,medium,high,3,,0
apache-airflow-providers-snowflake,pyarrow,critical,critical,4,,0
apache-airflow-providers-snowflake,apache-airflow-providers-microsoft-azure,critical,unknown,4,,0
apache-airflow-providers-snowflake,apache-airflow-providers-openlineage,critical,unknown,4,,0
apache-airflow-providers-snowflake,snowflake-connector-python,critical,high,4,,0
apache-airflow-providers-snowflake,apache-airflow-providers-common-sql,critical,high,4,,0
apache-airflow-providers-snowflake,apache-airflow-providers-common-compat,critical,unknown,4,,0
apache-airflow-providers-snowflake,snowflake-sqlalchemy,critical,unknown,4,,0
apache-airflow-providers-snowflake,snowflake-snowpark-python,critical,unknown,4,,0
apache-airflow-providers-snowflake,apache-airflow,critical,high,4,,0
apache-airflow-providers-snowflake,pandas,critical,low,4,,0
asteval,build,high,unknown,3,,0
asteval,coverage,high,unknown,3,,0
asteval,asteval,high,high,3,,0
asteval,sphinx,high,unknown,3,,0
asteval,twine,high,unknown,3,,0
asteval,pytest,high,unknown,3,,0
asteval,pytest-cov,high,unknown,3,,0
astropy,jinja2,high,medium,3,,0
astropy,mpmath,high,high,3,,0
astropy,bleach,high,critical,4,,0
astropy,h5py,high,unknown,3,,0
astropy,sphinx_design,high,unknown,3,,0
astropy,dask,high,critical,4,,0
astropy,jupyter-core,high,high,3,,0
astropy,beautifulsoup4,high,unknown,3,,0
astropy,pandas-stubs,high,unknown,3,,0
astropy,pyyaml,high,critical,4,,0
astropy,sgp4,high,unknown,3,,0
astropy,fsspec,high,unknown,3,,0
astropy,skyfield,high,unknown,3,,0
astropy,ipython,high,critical,4,,0
astropy,asdf-astropy,high,unknown,3,,0
astropy,pytest,high,unknown,3,,0
astropy,pyerfa,high,unknown,3,,0
astropy,jplephem,high,unknown,3,,0
astropy,numpy,high,critical,4,,0
astropy,ipykernel,high,unknown,3,,0
astropy,ipywidgets,high,unknown,3,,0
astropy,scipy,high,high,3,,0
astropy,html5lib,high,moderate,3,,0
astropy,coverage,high,unknown,3,,0
astropy,s3fs,high,unknown,3,,0
astropy,pre-commit,high,unknown,3,,0
astropy,packaging,high,unknown,3,,0
astropy,pytest-astropy-header,high,unknown,3,,0
astropy,array-api-strict,high,unknown,3,,0
astropy,pytest-doctestplus,high,unknown,3,,0
astropy,sphinx,high,unknown,3,,0
astropy,pytest-astropy,high,unknown,3,,0
astropy,sphinx-astropy,high,unknown,3,,0
astropy,pandas,high,low,3,,0
astropy,pyarrow,high,critical,4,,0
astropy,sphinxcontrib-globalsubs,high,unknown,3,,0
astropy,threadpoolctl,high,unknown,3,,0
astropy,matplotlib,high,unknown,3,,0
astropy,objgraph,high,unknown,3,,0
astropy,bottleneck,high,unknown,3,,0
astropy,astropy-iers-data,high,unknown,3,,0
astropy,uncompresspy,high,unknown,3,,0
astropy,asdf,high,unknown,3,,0
astropy,pytest-xdist,high,unknown,3,,0
astropy,certifi,high,low,3,,0
astropy,sphinx-changelog,high,unknown,3,,0
astropy,ipydatagrid,high,unknown,3,,0
astropy,astropy,high,high,3,CWE-77,1
astropy,tox,high,unknown,3,,0
astropy,sortedcontainers,high,unknown,3,,0
astropy,pytz,high,unknown,3,,0
asyncssh,libnacl,high,unknown,3,,0
asyncssh,typing_extensions,high,unknown,3,,0
asyncssh,bcrypt,high,unknown,3,,0
asyncssh,fido2,high,unknown,3,,0
asyncssh,python-pkcs11,high,unknown,3,,0
asyncssh,pywin32,high,high,3,,0
asyncssh,cryptography,high,high,3,,0
asyncssh,gssapi,high,unknown,3,,0
asyncssh,pyopenssl,high,high,3,,0
authlib,cryptography,high,high,3,,0
aws-sam-cli,parameterized,medium,unknown,2,,0
aws-sam-cli,click,medium,unknown,2,,0
aws-sam-cli,jmespath,medium,unknown,2,,0
aws-sam-cli,aws-sam-translator,medium,unknown,2,,0
aws-sam-cli,typing_extensions,medium,unknown,2,,0
aws-sam-cli,pytest-metadata,medium,unknown,2,,0
aws-sam-cli,tomlkit,medium,unknown,2,,0
aws-sam-cli,mypy,medium,unknown,2,,0
aws-sam-cli,regex,medium,unknown,2,,0
aws-sam-cli,types-pywin32,medium,unknown,2,,0
aws-sam-cli,pyyaml,medium,critical,4,,0
aws-sam-cli,chevron,medium,unknown,2,,0
aws-sam-cli,aws_lambda_builders,medium,unknown,2,,0
aws-sam-cli,types-pyyaml,medium,unknown,2,,0
aws-sam-cli,pytest-timeout,medium,unknown,2,,0
aws-sam-cli,cookiecutter,medium,critical,4,,0
aws-sam-cli,dateparser,medium,unknown,2,,0
aws-sam-cli,docker,medium,unknown,2,,0
aws-sam-cli,boto3,medium,unknown,2,,0
aws-sam-cli,ruamel_yaml,medium,unknown,2,,0
aws-sam-cli,boto3-stubs,medium,unknown,2,,0
aws-sam-cli,jsonschema,medium,unknown,2,,0
aws-sam-cli,types-jsonschema,medium,unknown,2,,0
aws-sam-cli,pytest-json-report-wip,medium,unknown,2,,0
aws-sam-cli,types-docutils,medium,unknown,2,,0
aws-sam-cli,pyopenssl,medium,high,3,,0
aws-sam-cli,types-dateparser,medium,unknown,2,,0
aws-sam-cli,pytest,medium,unknown,2,,0
aws-sam-cli,types-requests,medium,unknown,2,,0
aws-sam-cli,types-pygments,medium,unknown,2,,0
aws-sam-cli,flask,medium,low,2,,0
aws-sam-cli,black,medium,medium,2,,0
aws-sam-cli,types-urllib3,medium,unknown,2,,0
aws-sam-cli,types-chevron,medium,unknown,2,,0
aws-sam-cli,types-pyopenssl,medium,unknown,2,,0
aws-sam-cli,ruff,medium,unknown,2,,0
aws-sam-cli,pytest-forked,medium,unknown,2,,0
aws-sam-cli,psutil,medium,high,3,,0
aws-sam-cli,pytest-cov,medium,unknown,2,,0
aws-sam-cli,requests,medium,medium,2,,0
aws-sam-cli,tzlocal,medium,unknown,2,,0
aws-sam-cli,filelock,medium,unknown,2,,0
aws-sam-cli,pytest-xdist,medium,unknown,2,,0
aws-sam-cli,rich,medium,unknown,2,,0
aws-sam-cli,pytest-rerunfailures,medium,unknown,2,,0
aws-sam-cli,types-psutil,medium,unknown,2,,0
aws-sam-cli,cfn-lint,medium,unknown,2,,0
aws-sam-cli,watchdog,medium,unknown,2,,0
aws-sam-cli,types-setuptools,medium,unknown,2,,0
aws-sam-cli,types-colorama,medium,unknown,2,,0
aws-sam-cli,coverage,medium,unknown,2,,0
azure-identity,azure-core,medium,unknown,2,,0
azure-identity,msal-extensions,medium,unknown,2,,0
azure-identity,typing-extensions,medium,unknown,2,,0
azure-identity,cryptography,medium,high,3,,0
azure-identity,msal,medium,unknown,2,,0
black,uvloop,medium,unknown,2,,0
black,click,medium,unknown,2,,0
black,mypy-extensions,medium,unknown,2,,0
black,pytokens,medium,unknown,2,,0
black,aiohttp,medium,high,3,,0
black,typing-extensions,medium,unknown,2,,0
black,platformdirs,medium,unknown,2,,0
black,tokenize-rt,medium,unknown,2,,0
black,packaging,medium,unknown,2,,0
black,tomli,medium,unknown,2,,0
black,colorama,medium,unknown,2,,0
black,pathspec,medium,unknown,2,,0
black,ipython,medium,critical,4,,0
browser-use,click,critical,unknown,4,,0
browser-use,aiohttp,critical,high,4,,0
browser-use,textual,critical,unknown,4,,0
browser-use,typing-extensions,critical,unknown,4,,0
browser-use,google-auth,critical,unknown,4,,0
browser-use,imgcat,critical,unknown,4,,0
browser-use,google-genai,critical,unknown,4,,0
browser-use,posthog,critical,unknown,4,,0
browser-use,google-auth-oauthlib,critical,unknown,4,,0
browser-use,pillow,critical,critical,4,,0
browser-use,anthropic,critical,unknown,4,,0
browser-use,langchain-openai,critical,unknown,4,,0
browser-use,imageio,critical,unknown,4,,0
browser-use,boto3,critical,unknown,4,,0
browser-use,pydantic,critical,medium,4,,0
browser-use,datamodel-code-generator,critical,unknown,4,,0
browser-use,authlib,critical,high,4,,0
browser-use,openai,critical,unknown,4,,0
browser-use,reportlab,critical,critical,4,,0
browser-use,botocore,critical,unknown,4,,0
browser-use,numpy,critical,critical,4,,0
browser-use,cloudpickle,critical,unknown,4,,0
browser-use,mcp,critical,high,4,,0
browser-use,httpx,critical,critical,4,,0
browser-use,google-api-core,critical,unknown,4,,0
browser-use,anyio,critical,unknown,4,,0
browser-use,lmnr,critical,unknown,4,,0
browser-use,screeninfo,critical,unknown,4,,0
browser-use,google-api-python-client,critical,unknown,4,,0
browser-use,groq,critical,unknown,4,,0
browser-use,psutil,critical,high,4,,0
browser-use,cdp-use,critical,unknown,4,,0
browser-use,pandas,critical,low,4,,0
browser-use,requests,critical,medium,4,,0
browser-use,markdownify,critical,low,4,,0
browser-use,oci,critical,unknown,4,,0
browser-use,uuid7,critical,unknown,4,,0
browser-use,matplotlib,critical,unknown,4,,0
browser-use,pypdf,critical,medium,4,,0
browser-use,ollama,critical,unknown,4,,0
browser-use,pyobjc,critical,unknown,4,,0
browser-use,python-dotenv,critical,unknown,4,,0
browser-use,rich,critical,unknown,4,,0
browser-use,inquirerpy,critical,unknown,4,,0
browser-use,agentmail,critical,unknown,4,,0
browser-use,tabulate,critical,unknown,4,,0
browser-use,portalocker,critical,unknown,4,,0
browser-use,pyotp,critical,unknown,4,,0
browser-use,bubus,critical,unknown,4,,0
cadwyn,jinja2,high,medium,3,,0
cadwyn,fastapi,high,high,3,,0
cadwyn,starlette,high,high,3,,0
cadwyn,backports-strenum,high,unknown,3,,0
cadwyn,typing-extensions,high,unknown,3,,0
cadwyn,typing-inspection,high,unknown,3,,0
cadwyn,typer,high,unknown,3,,0
cadwyn,pydantic,high,medium,3,,0
check-jsonschema,requests,medium,medium,2,,0
check-jsonschema,click,medium,unknown,2,,0
check-jsonschema,regress,medium,unknown,2,,0
check-jsonschema,jsonschema,medium,unknown,2,,0
check-jsonschema,tomli,medium,unknown,2,,0
check-jsonschema,ruamel.yaml,medium,unknown,2,,0
clearml,six,high,unknown,3,,0
clearml,azure-storage-blob,high,moderate,3,,0
clearml,urllib3,high,medium,3,,0
clearml,pillow,high,critical,4,,0
clearml,pyyaml,high,critical,4,,0
clearml,pathlib2,high,unknown,3,,0
clearml,referencing,high,unknown,3,,0
clearml,google-cloud-storage,high,unknown,3,,0
clearml,boto3,high,unknown,3,,0
clearml,jsonschema,high,unknown,3,,0
clearml,attrs,high,unknown,3,,0
clearml,python-dateutil,high,unknown,3,,0
clearml,numpy,high,critical,4,,0
clearml,pyjwt,high,low,3,,0
clearml,httpx,high,critical,4,,0
clearml,furl,high,unknown,3,,0
clearml,uvicorn,high,high,3,,0
clearml,psutil,high,high,3,,0
clearml,requests,high,medium,3,,0
clearml,fastapi,high,high,3,,0
clearml,pyparsing,high,unknown,3,,0
copier,jinja2-ansible-filters,high,unknown,3,,0
copier,jinja2,high,medium,3,,0
copier,dunamai,high,unknown,3,,0
copier,pyyaml,high,critical,4,,0
copier,eval-type-backport,high,unknown,3,,0
copier,questionary,high,unknown,3,,0
copier,pygments,high,critical,4,,0
copier,typing-extensions,high,unknown,3,,0
copier,platformdirs,high,unknown,3,,0
copier,packaging,high,unknown,3,,0
copier,pydantic,high,medium,3,,0
copier,funcy,high,unknown,3,,0
copier,colorama,high,unknown,3,,0
copier,plumbum,high,unknown,3,,0
copier,pathspec,high,unknown,3,,0
crawl4ai,click,medium,unknown,2,,0
crawl4ai,alphashape,medium,unknown,2,,0
