package,severity_max,cwe_list,cwe_count
apache-airflow-providers-http,unknown,[],0
apache-airflow-providers-imap,moderate,['CWE-295'],1
apache-airflow-providers-influxdb,unknown,[],0
apache-airflow-providers-jdbc,high,['CWE-20'],1
apache-airflow-providers-jenkins,unknown,[],0
apache-airflow-providers-keycloak,unknown,[],0
apache-airflow-providers-microsoft-azure,unknown,[],0
apache-airflow-providers-microsoft-mssql,moderate,['CWE-20'],1
apache-airflow-providers-microsoft-psrp,unknown,[],0
apache-airflow-providers-microsoft-winrm,unknown,[],0
apache-airflow-providers-mongo,critical,[],0
apache-airflow-providers-mysql,medium,[],0
apache-airflow-providers-neo4j,unknown,[],0
apache-airflow-providers-odbc,high,"['CWE-20', 'CWE-88']",2
apache-airflow-providers-openai,unknown,[],0
apache-airflow-providers-openfaas,unknown,[],0
apache-airflow-providers-openlineage,unknown,[],0
apache-airflow-providers-opensearch,unknown,[],0
apache-airflow-providers-opsgenie,unknown,[],0
apache-airflow-providers-oracle,unknown,[],0
apache-airflow-providers-pagerduty,unknown,[],0
apache-airflow-providers-papermill,unknown,[],0
apache-airflow-providers-pgvector,unknown,[],0
apache-airflow-providers-pinecone,unknown,[],0
apache-airflow-providers-postgres,unknown,[],0
apache-airflow-providers-presto,unknown,[],0
apache-airflow-providers-qdrant,unknown,[],0
apache-airflow-providers-redis,unknown,[],0
apache-airflow-providers-salesforce,unknown,[],0
apache-airflow-providers-samba,unknown,[],0
apache-airflow-providers-segment,unknown,[],0
apache-airflow-providers-sendgrid,unknown,[],0
apache-airflow-providers-sftp,unknown,[],0
apache-airflow-providers-singularity,unknown,[],0
apache-airflow-providers-slack,unknown,[],0
apache-airflow-providers-smtp,moderate,['CWE-295'],1
apache-airflow-providers-snowflake,critical,[],0
apache-airflow-providers-sqlite,unknown,[],0
apache-airflow-providers-ssh,unknown,[],0
apache-airflow-providers-standard,unknown,[],0
apache-airflow-providers-tableau,unknown,[],0
apache-airflow-providers-telegram,unknown,[],0
apache-airflow-providers-teradata,unknown,[],0
apache-airflow-providers-trino,unknown,[],0
apache-airflow-providers-vertica,unknown,[],0
apache-airflow-providers-weaviate,unknown,[],0
apache-airflow-providers-yandex,unknown,[],0
apache-airflow-providers-ydb,unknown,[],0
apache-airflow-providers-zendesk,unknown,[],0
apache-airflow-task-sdk,unknown,[],0
apache-beam,unknown,[],0
apify-client,unknown,[],0
apispec,unknown,[],0
appdirs,unknown,[],0
apprise,high,"['CWE-400', 'CWE-730']",2
apscheduler,unknown,[],0
apsw,unknown,[],0
arabic-reshaper,unknown,[],0
argcomplete,unknown,[],0
argon2-cffi,unknown,[],0
arize-phoenix,unknown,[],0
arq,unknown,[],0
array-api-strict,unknown,[],0
arro3-compute,unknown,[],0
arro3-core,unknown,[],0
arxiv,unknown,[],0
asdf,unknown,[],0
asdf-astropy,unknown,[],0
ase,unknown,[],0
asgi-lifespan,unknown,[],0
asgiref,unknown,[],0
asn1crypto,unknown,[],0
assertpy,unknown,[],0
asteval,high,[],0
astral,unknown,[],0
astroid,unknown,[],0
astropy,high,['CWE-77'],1
astropy-iers-data,unknown,[],0
asttokens,unknown,[],0
asv,unknown,[],0
async-interrupt,unknown,[],0
async-lru,unknown,[],0
async-timeout,unknown,[],0
asyncer,unknown,[],0
asyncpg,critical,['CWE-824'],1
asyncssh,high,[],0
atlasclient,unknown,[],0
atlassian-python-api,unknown,[],0
atomicwrites-homeassistant,unknown,[],0
atpublic,unknown,[],0
attrs,unknown,[],0
audioop-lts,unknown,[],0
authlib,high,[],0
autodoc-pydantic,unknown,[],0
autodoc_pydantic,unknown,[],0
automat,unknown,"['CWE-1104', 'CWE-1336', 'CWE-20', 'CWE-200', 'CWE-264', 'CWE-276', 'CWE-284', 'CWE-287', 'CWE-306', 'CWE-312', 'CWE-325', 'CWE-347', 'CWE-356', 'CWE-601', 'CWE-61', 'CWE-669', 'CWE-74', 'CWE-754', 'CWE-755', 'CWE-77', 'CWE-79', 'CWE-863', 'CWE-918', 'CWE-94', 'CWE-97']",25
autopep8,unknown,[],0
av,unknown,"['CWE-116', 'CWE-120', 'CWE-122', 'CWE-1240', 'CWE-1279', 'CWE-1333', 'CWE-20', 'CWE-200', 'CWE-203', 'CWE-208', 'CWE-22', 'CWE-276', 'CWE-306', 'CWE-311', 'CWE-327', 'CWE-352', 'CWE-385', 'CWE-400', 'CWE-416', 'CWE-426', 'CWE-427', 'CWE-434', 'CWE-444', 'CWE-476', 'CWE-502', 'CWE-601', 'CWE-611', 'CWE-662', 'CWE-669', 'CWE-670', 'CWE-674', 'CWE-682', 'CWE-691', 'CWE-697', 'CWE-704', 'CWE-74', 'CWE-770', 'CWE-772', 'CWE-78', 'CWE-787', 'CWE-79', 'CWE-80', 'CWE-835', 'CWE-843', 'CWE-863', 'CWE-88', 'CWE-89', 'CWE-915', 'CWE-94', 'CWE-95']",50
awesomeversion,unknown,[],0
aws-sam-cli,medium,[],0
aws-sam-translator,unknown,[],0
aws_lambda_builders,unknown,[],0
awslogs,unknown,[],0
azure-ai-documentintelligence,unknown,[],0
azure-ai-inference,unknown,[],0
azure-core,unknown,[],0
azure-identity,medium,[],0
azure-keyvault-secrets,unknown,[],0
azure-storage-blob,moderate,['CWE-668'],1
azure-storage-file-datalake,unknown,[],0
azureml-core,unknown,[],0
babel,high,['CWE-22'],1
backoff,unknown,[],0
backports-strenum,unknown,[],0
backports.zstd,unknown,[],0
bandit,unknown,[],0
banks,unknown,[],0
bcrypt,unknown,[],0
beautifulsoup4,unknown,[],0
behave,unknown,[],0
bibtexparser,unknown,[],0
bidict,unknown,[],0
big-o,unknown,[],0
bigtree,unknown,[],0
bitsandbytes,unknown,[],0
black,medium,[],0
blake3,unknown,[],0
bleach,critical,"['CWE-1333', 'CWE-20', 'CWE-400', 'CWE-79']",4
blinker,unknown,[],0
blobfile,unknown,[],0
boto3,unknown,[],0
boto3-stubs,unknown,[],0
botocore,unknown,['CWE-601'],1
bottle,critical,"['CWE-20', 'CWE-444', 'CWE-755', 'CWE-93']",4
bottleneck,unknown,[],0
brave-search,unknown,[],0
brotli,high,[],0
brotlicffi,unknown,[],0
browser-use,critical,[],0
browserbase,unknown,[],0
bubus,unknown,[],0
build,unknown,[],0
buildkite-test-collector,unknown,[],0
bump2version,unknown,[],0
bump_my_version,unknown,[],0
cachetools,unknown,[],0
cadwyn,high,[],0
calver,unknown,[],0
cartesia,unknown,[],0
cassandra-driver,unknown,[],0
cassio,unknown,[],0
cbor2,high,[],0
cdp-use,unknown,[],0
celery,high,"['CWE-269', 'CWE-77', 'CWE-78']",3
celery-redbeat,unknown,[],0
cerebras-cloud-sdk,unknown,[],0
certifi,low,"['CWE-17', 'CWE-19', 'CWE-20', 'CWE-208', 'CWE-295', 'CWE-303', 'CWE-310', 'CWE-325', 'CWE-347', 'CWE-362', 'CWE-399', 'CWE-404', 'CWE-476']",13
cffi,unknown,[],0
cfn-lint,unknown,[],0
chalice,unknown,[],0
channels,high,['CWE-200'],1
chardet,unknown,[],0
charset-normalizer,unknown,[],0
charset_normalizer,unknown,[],0
check-jsonschema,medium,[],0
check-manifest,unknown,[],0
check-sdist,unknown,[],0
checkpoint-engine,unknown,[],0
chemview,unknown,[],0
chevron,unknown,[],0
chonkie,unknown,[],0
chromadb,unknown,[],0
cibuildwheel,unknown,[],0
ciso8601,unknown,[],0
clang-format,unknown,[],0
clearml,high,[],0
click,unknown,"['CWE-116', 'CWE-601', 'CWE-74', 'CWE-79', 'CWE-80', 'CWE-94']",6
click-plugins,unknown,[],0
clickhouse-connect,unknown,[],0
clickhouse-driver,critical,['CWE-120'],1
cliff,unknown,[],0
cligj,unknown,[],0
cloudpickle,unknown,[],0
cobble,unknown,[],0
codecarbon,unknown,[],0
codecov,high,['CWE-88'],1
codeflare-sdk,unknown,[],0
cohere,unknown,[],0
colbert-ai,unknown,[],0
colorama,unknown,[],0
coloredlogs,unknown,[],0
colorful,unknown,[],0
comet_ml,unknown,[],0
commitizen,unknown,[],0
compressed-tensors,unknown,[],0
conda-lock,unknown,[],0
configobj,low,[],0
connexion,unknown,[],0
constantly,unknown,[],0
contextlib2,unknown,[],0
cookiecutter,critical,['CWE-78'],1
coolname,unknown,[],0
copier,high,[],0
couchbase,critical,['CWE-295'],1
couchbase-columnar,unknown,[],0
covdefaults,unknown,[],0
coverage,unknown,[],0
coverage-enable-subprocess,unknown,[],0
crawl4ai,medium,[],0
cronsim,unknown,[],0
cryptography,high,"['CWE-119', 'CWE-190', 'CWE-203', 'CWE-208', 'CWE-295', 'CWE-385', 'CWE-476', 'CWE-754', 'CWE-787']",9
cryptography-vectors,unknown,[],0
cssselect,unknown,[],0
cssselect2,unknown,[],0
cuda-python,unknown,[],0
cupy-cuda12x,unknown,[],0
curl-cffi,high,[],0
cyclopts,unknown,[],0
cython,unknown,[],0
cython-test-exception-raiser,unknown,[],0
dacite,unknown,[],0
daff,unknown,[],0
dagster,medium,[],0
dagster-pipes,unknown,[],0
dagster-shared,unknown,[],0
dash,medium,"['CWE-203', 'CWE-502', 'CWE-670', 'CWE-88', 'CWE-94']",5
dash-ag-grid,unknown,[],0
dash-core-components,medium,[],0
dash-html-components,medium,[],0
dash_testing_stub,unknown,[],0
dask,critical,['CWE-668'],1
databricks-agents,unknown,[],0
databricks-sql-connector-core,unknown,[],0
dataclasses-json,unknown,[],0
datafusion,unknown,[],0
datamodel-code-generator,unknown,[],0
datasets,unknown,[],0
dateparser,unknown,[],0
daytona,unknown,[],0
db-dtypes,unknown,[],0
dbt-adapters,unknown,[],0
dbt-common,unknown,[],0
dbt-core,high,['CWE-1327'],1
dbt-extractor,unknown,[],0
dbt-protos,unknown,[],0
dbt-semantic-interfaces,unknown,[],0
ddgs,unknown,[],0
ddt,unknown,[],0
decorator,unknown,[],0
decord2,unknown,[],0
deepdiff,critical,[],0
deepspeed,high,[],0
deepspeed-kernels,unknown,[],0
defusedxml,unknown,[],0
deltalake,unknown,[],0
deprecated,unknown,[],0
depyf,unknown,[],0
detect-secrets,unknown,[],0
diffusers,unknown,[],0
dill,unknown,[],0
dirtyjson,unknown,[],0
discord-py,unknown,[],0
diskcache,unknown,[],0
distlib,unknown,[],0
distro,unknown,[],0
django,critical,"['CWE-119', 'CWE-20', 'CWE-200', 'CWE-201', 'CWE-209', 'CWE-276', 'CWE-306', 'CWE-312', 'CWE-399', 'CWE-407', 'CWE-79', 'CWE-863', 'CWE-915', 'CWE-918', 'CWE-94', 'CWE-95', 'CWE-97']",17
django-stubs,unknown,[],0
django-stubs-ext,unknown,[],0
djangorestframework,low,[],0
djangorestframework-simplejwt,low,[],0
dm_tree,unknown,[],0
dnspython,medium,[],0
docker,unknown,"['CWE-287', 'CWE-290', 'CWE-807', 'CWE-94']",4
docling,unknown,[],0
docopt,unknown,[],0
docstring-parser,unknown,[],0
docutils,critical,['CWE-668'],1
docx2txt,unknown,[],0
duckdb,high,[],0
dunamai,unknown,[],0
dynaconf,unknown,[],0
ecdsa,high,[],0
effdet,unknown,[],0
einops,unknown,[],0
elasticsearch,unknown,['CWE-284'],1
elevenlabs,unknown,[],0
email-validator,unknown,[],0
email_validator,unknown,[],0
embedchain,critical,[],0
emoji,unknown,[],0
eth-abi,medium,[],0
eth-hash,unknown,[],0
eth-typing,unknown,[],0
eth-utils,unknown,[],0
eval-type-backport,unknown,[],0
evaluate,unknown,[],0
eventlet,medium,"['CWE-255', 'CWE-400', 'CWE-444']",3
exa_py,unknown,[],0
exceptiongroup,unknown,[],0
execnet,unknown,[],0
executing,unknown,"['CWE-1240', 'CWE-1279', 'CWE-20', 'CWE-250', 'CWE-270', 'CWE-417', 'CWE-426', 'CWE-502', 'CWE-77', 'CWE-862', 'CWE-94']",11
f90nml,unknown,[],0
fabric,moderate,['CWE-59'],1
faiss-cpu,unknown,[],0
fake-useragent,unknown,[],0
fal_client,unknown,[],0
falcon,unknown,[],0
fast-query-parsers,unknown,[],0
fastapi,high,['CWE-352'],1
fastapi-sso,unknown,[],0
fastapi_mcp,unknown,[],0
fastembed,unknown,[],0
fastembed-gpu,unknown,[],0
faster-whisper,unknown,[],0
fastmcp,high,[],0
fastsafetensors,unknown,[],0
fastuuid,unknown,[],0
fdint,unknown,[],0
feast,high,[],0
ffmpy,unknown,[],0
fido2,unknown,[],0
filelock,unknown,[],0
filetype,unknown,[],0
fiona,critical,[],0
fire,unknown,[],0
firecrawl-py,unknown,[],0
flake8,unknown,[],0
flake8-comprehensions,unknown,[],0
flake8-deprecated,unknown,[],0
flake8-docstrings,unknown,[],0
flake8-mutable,unknown,[],0
flake8-pyproject,unknown,[],0
flake8-string-format,unknown,[],0
flake8-tuple,unknown,[],0
flaky,unknown,[],0
flashinfer-python,unknown,[],0
flashinfer_cubin,unknown,[],0
flashinfer_python,unknown,[],0
flask,low,"['CWE-200', 'CWE-22', 'CWE-254', 'CWE-284', 'CWE-352', 'CWE-502', 'CWE-601', 'CWE-89', 'CWE-913', 'CWE-914', 'CWE-918']",11
flask-appbuilder,critical,[],0
flask-babel,unknown,[],0
flask-compress,unknown,[],0
flask-cors,high,[],0
flask-jwt-extended,unknown,[],0
flask-limiter,unknown,[],0
flask-login,unknown,[],0
flask-session,unknown,[],0
flask-sqlalchemy,unknown,[],0
flask-talisman,unknown,[],0
flask-wtf,unknown,[],0
flask_limiter,unknown,[],0
flax,unknown,[],0
flit,unknown,[],0
flit_core,unknown,[],0
fnv-hash-fast,unknown,[],0
fonttools,high,[],0
fpdf2,unknown,[],0
freezegun,unknown,[],0
frozenlist,unknown,[],0
fsspec,unknown,[],0
ftfy,unknown,[],0
fugashi,unknown,[],0
funcy,unknown,[],0
furl,unknown,[],0
furo,unknown,[],0
future,high,['CWE-400'],1
galore,unknown,[],0
gcp-storage-emulator,unknown,[],0
geoarrow-types,unknown,[],0
geopandas,unknown,[],0
gevent,critical,[],0
gguf,unknown,[],0
gitdb,unknown,[],0
gitpython,high,"['CWE-22', 'CWE-426']",2
gmpy,unknown,[],0
gmpy2,unknown,[],0
google,unknown,"['CWE-190', 'CWE-22', 'CWE-24', 'CWE-248', 'CWE-264', 'CWE-289', 'CWE-352']",7
google-api-core,unknown,[],0
google-api-python-client,unknown,[],0
google-auth,unknown,[],0
google-auth-httplib2,unknown,[],0
google-auth-oauthlib,unknown,[],0
google-cloud-bigquery,unknown,[],0
google-cloud-bigquery-storage,unknown,[],0
google-cloud-bigtable,unknown,[],0
google-cloud-datastore,unknown,[],0
google-cloud-firestore,unknown,[],0
google-cloud-iam,unknown,[],0
google-cloud-kms,unknown,[],0
google-cloud-storage,unknown,[],0
google-cloud-vision,unknown,[],0
google-genai,unknown,[],0
google-generativeai,unknown,[],0
google-maps-places,unknown,[],0
google-pasta,unknown,[],0
googleapis-common-protos,unknown,[],0
googlemaps,unknown,[],0
gpt4all,unknown,[],0
gptcache,unknown,[],0
gradio,critical,[],0
gradio-client,unknown,[],0
graphene,unknown,[],0
graphql-core,unknown,[],0
graphviz,unknown,[],0
great_expectations,unknown,[],0
greenlet,unknown,[],0
griffe,unknown,[],0
groovy,unknown,"['CWE-116', 'CWE-352', 'CWE-357', 'CWE-74', 'CWE-94', 'CWE-95']",6
groq,unknown,[],0
grpcio,high,"['CWE-248', 'CWE-440', 'CWE-617', 'CWE-770', 'CWE-789']",5
grpcio-health-checking,unknown,[],0
grpcio-reflection,unknown,[],0
grpcio-testing,unknown,[],0
grpcio-tools,unknown,[],0
gssapi,unknown,[],0
gunicorn,high,[],0
gymnasium,unknown,[],0
h11,critical,['CWE-444'],1
h2,medium,[],0
h5py,unknown,[],0
happybase,unknown,[],0
hass-nabucasa,unknown,[],0
hatch,unknown,[],0
hatch-fancy-pypi-readme,unknown,[],0
hatch-vcs,unknown,[],0
hatchling,unknown,[],0
hazelcast-python-client,unknown,[],0
hf_transfer,unknown,[],0
hf_xet,unknown,[],0
hiphive,unknown,[],0
hiredis,unknown,[],0
hjson,unknown,[],0
home-assistant-bluetooth,unknown,[],0
homeassistant,high,['CWE-287'],1
hpack,high,['CWE-399'],1
html5lib,moderate,['CWE-79'],1
httpcore,unknown,[],0
httpie,high,[],0
httpx,critical,['CWE-20'],1
httpx-sse,unknown,[],0
huey,unknown,[],0
huggingface-hub,unknown,[],0
huggingface_hub,unknown,[],0
humanize,unknown,[],0
hydra-core,unknown,[],0
hypercorn,unknown,[],0
hyperframe,unknown,[],0
hyperlink,unknown,[],0
hypothesis,unknown,[],0
ibis-framework,critical,[],0
ibis-substrait,unknown,[],0
ibm-watsonx-ai,unknown,[],0
idna,medium,['CWE-407'],1
ifaddr,unknown,[],0
ikvpy,unknown,[],0
imagehash,unknown,[],0
imageio,unknown,[],0
imageio-ffmpeg,unknown,[],0
imagesize,unknown,[],0
imgcat,unknown,[],0
import-linter,unknown,[],0
importlib-metadata,unknown,[],0
importlib-resources,unknown,[],0
importlib_metadata,unknown,[],0
importlib_resources,unknown,[],0
impyla,unknown,[],0
incremental,unknown,[],0
infinity_client,unknown,[],0
ini2toml,unknown,[],0
iniconfig,unknown,[],0
inquirer,unknown,[],0
inquirerpy,unknown,[],0
interegular,unknown,[],0
intersphinx-registry,unknown,[],0
invoke,unknown,"['CWE-22', 'CWE-26', 'CWE-276', 'CWE-287', 'CWE-351', 'CWE-434', 'CWE-502', 'CWE-77', 'CWE-78', 'CWE-94']",10
ipadic,unknown,[],0
ipdb,unknown,[],0
ipydatagrid,unknown,[],0
ipykernel,unknown,[],0
ipylab,unknown,[],0
ipython,critical,"['CWE-20', 'CWE-250', 'CWE-269', 'CWE-279', 'CWE-352', 'CWE-78', 'CWE-79', 'CWE-94']",8
ipywidgets,unknown,[],0
iso8601,unknown,[],0
isort,unknown,[],0
itemadapter,unknown,[],0
itemloaders,unknown,[],0
itsdangerous,unknown,[],0
jaraco.develop,unknown,[],0
jaraco.envs,unknown,[],0
jaraco.functools,unknown,[],0
jaraco.itertools,unknown,[],0
jaraco.packaging,unknown,[],0
jaraco.path,unknown,[],0
jaraco.test,unknown,[],0
jaraco.text,unknown,[],0
jaraco.tidelift,unknown,[],0
jarvis-tools,unknown,[],0
jax,unknown,[],0
jaxlib,unknown,[],0
jinja2,medium,"['CWE-1336', 'CWE-74', 'CWE-94', 'CWE-97']",4
jinja2-ansible-filters,unknown,[],0
jinja2-humanize-extension,unknown,[],0
jinja2-time,unknown,[],0
jmespath,unknown,[],0
joblib,critical,['CWE-94'],1
jplephem,unknown,[],0
js2py,high,[],0
jsbeautifier,unknown,[],0
jsonargparse,unknown,[],0
jsonpatch,unknown,[],0
jsonpickle,critical,['CWE-502'],1
jsonref,unknown,[],0
jsonschema,unknown,[],0
jsonschema-path,unknown,[],0
jsx-lexer,unknown,[],0
jupyter,unknown,['CWE-22'],1
jupyter-client,unknown,[],0
jupyter-core,high,[],0
jupyter-events,unknown,[],0
jupyter-lsp,high,[],0
jupyter-server,high,[],0
jupyter-server-terminals,unknown,[],0
jupyter_server,high,"['CWE-200', 'CWE-209', 'CWE-284', 'CWE-306', 'CWE-532', 'CWE-601', 'CWE-79']",7
jupyterlab,high,[],0
jupyterlab-geojson,unknown,[],0
jupyterlab-language-pack-zh-cn,unknown,[],0
jupyterlab-server,unknown,[],0
jupyterlab_server,unknown,[],0
jwcrypto,medium,[],0
kaggle,unknown,[],0
kaitaistruct,unknown,[],0
kedro,critical,['CWE-502'],1
kedro-datasets,unknown,[],0
kedro-telemetry,unknown,[],0
kenlm,unknown,[],0
keras,critical,[],0
keras-nlp,unknown,[],0
kerberos,critical,['CWE-287'],1
kernels,unknown,[],0
keyring,high,"['CWE-276', 'CWE-326']",2
kombu,unknown,[],0
kubernetes,unknown,[],0
kubernetes_asyncio,unknown,[],0
lancedb,unknown,[],0
langchain,high,[],0
langchain-anthropic,unknown,[],0
langchain-aws,unknown,[],0
langchain-azure-ai,unknown,[],0
langchain-classic,unknown,[],0
langchain-cohere,unknown,[],0
langchain-community,high,[],0
langchain-core,medium,[],0
langchain-deepseek,unknown,[],0
langchain-experimental,critical,[],0
langchain-fireworks,unknown,[],0
langchain-google-genai,unknown,[],0
langchain-google-vertexai,unknown,[],0
langchain-groq,unknown,[],0
langchain-huggingface,unknown,[],0
langchain-mistralai,unknown,[],0
langchain-model-profiles,unknown,[],0
langchain-ollama,unknown,[],0
langchain-openai,unknown,[],0
langchain-perplexity,unknown,[],0
langchain-text-splitters,high,[],0
langchain-together,unknown,[],0
langchain-xai,unknown,[],0
langdetect,unknown,[],0
langfuse,unknown,[],0
langgraph,unknown,[],0
langgraph-checkpoint,high,[],0
langgraph-checkpoint-sqlite,high,[],0
langsmith,unknown,[],0
lark,unknown,[],0
launchdarkly-server-sdk,unknown,[],0
ldap3,unknown,[],0
legacy-cgi,unknown,[],0
lexicon,unknown,[],0
lia-web,unknown,[],0
libcst,unknown,[],0
libnacl,unknown,[],0
librosa,unknown,[],0
lief,low,[],0
lightgbm,high,[],0
lightning,critical,[],0
lightning-utilities,unknown,[],0
litdata,unknown,[],0
litellm,critical,[],0
litellm-enterprise,unknown,[],0
litellm-proxy-extras,unknown,[],0
litestar,high,[],0
litestar-htmx,unknown,[],0
llama-api-client,unknown,[],0
llama-index,critical,[],0
llama-index-cli,high,[],0
llama-index-core,critical,[],0
llama-index-embeddings-openai,unknown,[],0
llama-index-indices-managed-llama-cloud,unknown,[],0
llama-index-llms-openai,unknown,[],0
llama-index-readers-file,unknown,[],0
llama-index-readers-llama-parse,unknown,[],0
llama-index-workflows,unknown,[],0
llguidance,unknown,[],0
lm-eval,unknown,[],0
lm-format-enforcer,unknown,[],0
lmnr,unknown,[],0
lmstudio,unknown,[],0
loguru,moderate,"['CWE-269', 'CWE-532']",2
lru-dict,unknown,[],0
luigi,high,[],0
lxml,moderate,"['CWE-476', 'CWE-74', 'CWE-79']",3
lxml-html-clean,high,[],0
lxml-stubs,unknown,[],0
lxml_html_clean,high,"['CWE-184', 'CWE-79', 'CWE-83']",3
lz4,unknown,[],0
macholib,unknown,[],0
mako,high,"['CWE-1333', 'CWE-79']",2
mammoth,medium,[],0
markdown,unknown,"['CWE-1284', 'CWE-20', 'CWE-327', 'CWE-400', 'CWE-407', 'CWE-79']",6
markdown-it-py,high,['CWE-173'],1
markdown2,high,"['CWE-1333', 'CWE-79']",2
markdownify,low,[],0
markupsafe,unknown,[],0
marshmallow,moderate,['CWE-358'],1
marshmallow-sqlalchemy,unknown,[],0
mashumaro,unknown,[],0
matcalc,unknown,[],0
matgl,unknown,[],0
matplotlib,unknown,[],0
mccabe,unknown,[],0
mcp,high,['CWE-248'],1
mdurl,unknown,[],0
mem0ai,unknown,[],0
memorisdk,unknown,[],0
memory_profiler,unknown,[],0
memray,unknown,[],0
meraki,high,[],0
meson,unknown,[],0
meson-python,unknown,[],0
methodtools,unknown,[],0
mike,unknown,[],0
milvus-lite,unknown,[],0
mimesis,unknown,[],0
minify-html,unknown,[],0
minijinja,unknown,[],0
minio,unknown,[],0
mistral-common,unknown,[],0
mistral_common,unknown,[],0
mistralai,unknown,[],0
mitmproxy,high,[],0
mitmproxy-rs,unknown,[],0
mkdocs,high,"['CWE-12', 'CWE-22']",2
mkdocs-autorefs,unknown,[],0
mkdocs-badges,unknown,[],0
mkdocs-click,unknown,[],0
mkdocs-get-deps,unknown,[],0
mkdocs-material,unknown,[],0
mkdocs-material-extensions,unknown,[],0
mkdocs-mermaid2-plugin,unknown,[],0
mkdocs-table-reader-plugin,unknown,[],0
mkdocstrings,unknown,[],0
mkdocstrings-python,unknown,[],0
ml-dtypes,unknown,[],0
ml_dtypes,unknown,[],0
mlflow,critical,['CWE-79'],1
mlflow-dbstore,unknown,[],0
mlflow-jfrog-plugin,unknown,[],0
mlflow-skinny,unknown,[],0
mlflow-tracing,unknown,[],0
mlserver,unknown,[],0
mlserver-mlflow,unknown,[],0
mlx-lm,unknown,[],0
mmh3,unknown,[],0
mock,unknown,[],0
